,id,url,name,description,host_id,host_name,country,city,price,availability_30,availability_60,availability_90,availability_365,amenities,no_of_reviews,review_score,latitude,longitude
1865,220946,https://www.airbnb.com/rooms/220946,Newly Reno’d Chic Quiet Exec 1BR,"New York City living at its finest. A warm, cozy, and colorful respite from the city streets. A walk-up three flights above street level, the unit consists of two rooms with totally updated electrical and FIOS WiFi.  We're in the heart of Alphabet City's gardens, including 6 b/c, la plaza cultural and C Garden. The best shops, restaurants and art galleries are all within easy walking distance. Surrounded by some of Manhattan's best eateries, boutiques and nightlife, this apartment features newly renovated modern decor -- a serene setting in the heart of NYC's hottest neighborhood, with exceptional restaurants, bars, and shopping, as well as a load of coffee houses and cafes. I live in this apartment thus your booking is secure provided you comply with house rules. You are renting the entire apartment space for your exclusive use. No need to ask if the dates you want are available because you can't make a reservation request if your dates are not available. Unit is a three-flights walk-",1144415,Lisa,United States,New York,146.0,1,5,12,166,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Long term stays allowed']",132,9.0,40.72229,-73.97901
1866,2210041,https://www.airbnb.com/rooms/2210041,"CENTRAL PARK, NYC APT","This conveniently located Upper West side & w80s NYC apt consists of a private bedroom with a queen sized bed, fresh linen, wi fi, wall closets, shelf space & tv, table, 2 chairs, kitchen, bathroom, etc & in a spacious space, only a few steps to Central Park There is a seperate small kitchen with a fridge, small stove and pot/pans and plates/silverware, coffee maker & electric kettle to make tea or coffee. The bathroom has a shower for use only as the tub needs updating. The building is situated only a few steps to citibikes, bike shops/trails, Metropolition Museum of Art (about a 4 min walk across Central Park) & The Natural History Museum is just 2  blocks away from apt. The entrance to Central park is at the end of my block on central park west & always has free concerts, a children's zoo, historical monuments, bike trails and boating, etc. An ideal stay in an exclusive & convenient location... come explore! Guests can help themselves to tea or coffee in the mornings, unlimited wifi",8112314,Mena,United States,New York,149.0,30,58,88,88,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Other']",112,9.0,40.78616,-73.97348
1867,22101558,https://www.airbnb.com/rooms/22101558,26E Tanford 2 bedroom with 1 bathroom apartment,"Tanford Tung Chung furnished apartments at Caribbean Coasts offer comfortable and convenient short term accommodation in Tung Chung, close to Cathay City, Asia Expo, Hong Kong International Airport and MTR station. Perfect for expat, airline staff or family and friends visiting Hong Kong, home decoration need for short stay, our apartment is fully furnished and for who wanting to stay close by in Hong Kong townhouse, with all the comforts and facilities of home. Min. rental period : one month Apartment’s details and facilities:- : Size: 735 sq. ft mountain view : All apartments are furnished with splite type air condition, a queen bed. Double size bed with comfortable linens, large wardrobes, dinning table with chairs, 3 seator sofa, 40” LCD TVs :Fully stock kitchen complete with fridge, stove top, washing machine, oven, Microwave oven, coffee maker, rice cooker, water boiler etc. : Fully furnished and set up with everything required for your stay. : High Speed Wi Fi (1000 MB Firber ) ",76545056,Rita,Hong Kong,Hong Kong,848.0,23,53,83,358,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",1,8.0,22.29258,113.94326
1868,22108306,https://www.airbnb.com/rooms/22108306,MACON MEMORIES..** WINTER SPECIAL***,"Restored Brownstone in a thriving Brooklyn neighborhood, everything close by, 15 minutes to the city by subway, 10 minutes to Barclay Center, 30 min to airports, JFK or LQA,  Entire floor is yours!!! Beautifully furnished, quality linens, fully equipped kitchen,  Garden views from the kitchen. Pack and Play crib available. The unit is on the garden level of the brownstone and the private entrance has one flight of stairs, not handicap accessible. Digital keys are available once booking is confirmed. The bedroom is private and has a queen size bed with a sitting area for reading or just enjoying the view from the front of the tree lined quiet block, this room has a marble fireplace (non working) with a flat screened smart TV with streaming media on SLING TV.  There is also a desk/workspace to plug in a laptop or write notes. The open living room area has a full sized sofa bed and can sleep 2. This room is open to the galley kitchen which is outfitted with stainless steel appliances, sto",95485067,Adelle,United States,New York,150.0,5,8,18,226,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Step-free access']",32,10.0,40.68152,-73.94153
1869,22124796,https://www.airbnb.com/rooms/22124796,Exquisitely Elegant Sydney Apartment,"View the dazzling Sydney skyline from the comfort of the private balcony of this elegant flat. Stretch out in the modern, comfy living room or unwind in the marble bathroom. Guests have access to the entire property which includes a pool and gym.",161210344,Anne,Australia,Sydney,210.0,9,9,9,9,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Rain shower', 'Balcony', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials']",46,9.0,-33.86297,151.20425
1870,22125894,https://www.airbnb.com/rooms/22125894,LEAFY FLAT - QUIET & CENTRAL (TAI PING SHAN ST),"Light, clean, cosy. One bedroom flat - 5 min walk to the heart of Soho in a quiet, leafy street in Tai Ping Shan (Sheung Wan, just off Hollywood road). Super cool  area - all the cool cafes, restaurants etc nearby. Nice wine and cheese place directly downstairs.  It has natural light and high ceilings. You can hear the birds every morning. It has huge trees outside the windows so all you can see is greenery. It's private - no one can see in.  Quiet desk for those looking for to work. Wifi. It's a 3 level walk up (no lift). It's a very basic bathroom, with a shower over toilet situation. It’s totally fine, has hot water – but it’s nothing fancy. It’s okay for a couple but a little cosy - better for 1 person!   It’s not a great place for cooking every night, it’s only a small kitchen and there isn’t a dining table. It’s better for anyone who wants to be in a really nice street and to eat out at restaurants and cafes within walking distance (such as in Soho, Sheung Wan and Sai Yin Pun). Y",28485290,Bridget,Hong Kong,Hong Kong,597.0,3,3,8,8,"['Wifi', 'Air conditioning', 'Kitchen', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Other']",14,9.0,22.28552,114.14861
1871,2213067,https://www.airbnb.com/rooms/2213067,RIO BY THE BEACH CONDO BARRA DA TIJUCA,"6 PEOPLE INCLUDING CHILDREN AND BABIES RENTAL AGREEMENT MANDATORY REGISTER IN CONDOMINIUM ADMINISTRATION WITH ID AND FINGERPRINTS TO FREE ACCCESS  TO ALL AMENITIES  Cleaning fee is about detailed cleaning and linen and towels laundry, after stay. No daily house keeping or linen change included Return condo with washed dishes and garbage taken out,  as good manners. A TAXA DE LIMPEZA REFERE-SE À FAXINA E LAVAGEM DE ROUPAS DE CAMA E BANHO, APÓS A ESTADIA, LIMPEZA CONTRATADA À PARTE. Apt 3 bedrooms, 2,5 bathrooms,  OCEANFRONT CONDOMINIUM The Condominium is located in prime area of the Barra da Tijuca, facing the sea, brings together key features in a luxury condo: comfort, security and pleasure.  With an area of almost 60 thousand square meters, divided into only nine blocks, offers its residents 24 hours ordinances, constant surveillance, parking for visitors, tennis courts, volleyball courts, sauna and steam room, jacuzzi (hot tub), restaurant, a beauty salon, etc... There is even a clu",239326,Claudia,Brazil,Rio De Janeiro,671.0,6,32,54,74,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Gym', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Host greets you']",24,10.0,-23.01010957402265,-43.34366862122735
1872,22131624,https://www.airbnb.com/rooms/22131624,Mong Kok旺角西洋菜南街舒適2人房5102,"賓館位於旺角最熱鬧地段西洋菜南街,位置相當方便｡下樓就有各式各樣的商店及餐廳｡步行至旺角地鐵站僅需5分鐘的步程｡賓館亦提供1000MB極速wifi,讓你休息時可以好好享受網絡｡ 本賓館非常注重乾淨,除了基本的清潔外,我們更會定期利用塵蟎吸塵器清潔床褥,令客人享有更舒適乾淨的環境好好休息｡ Motel located in the main shopping street in Mongkok, it is very convenient. There are many shops and restaurants nearby. It is only 5 mins walk to Mongkok MTR station. Motel also provide high speed wifi network to enjoy while staying. We do pay attention on the cleanness very much. We do love to provide a clean and comfortable room to our guests. 賓館會供應基本的日用品,如毛巾,牙刷牙膏,洗髮水,沐浴露,浴帽,梳子,肥皂等,另外亦會提供吹風機,轉插頭,電話充電線｡ 賓館很注重清潔,除了基本的表面清潔外,我們亦會定期利用塵蟎吸塵機來清理床褥,讓客人有一張更乾淨,更舒適的床可以好好休息 賓館裡有1000MB wifi,可以極速瀏覽網站,觀看影片等都會很順暢｡ 賓館位於西洋菜南街,位置非常方便｡餐廳商店林立,附近有著各式各樣的美食,一眾饕客可以很容易地搜羅各種美食,而且就算消夜時段,也不乏營業至深夜的餐廳｡ 西洋菜南街是行人專用區,街道兩旁佈滿商店及小型商場,讓你可以即時置身於購物天堂｡ 旺角更是香港的交通樞紐,基本上從旺角到香港各區都很方便｡ 由賓館出發到地鐵站僅需5分鐘步程｡ 乘搭港鐵到尖沙咀只需7分鐘 乘搭港鐵到中環只需12分鐘 乘搭港鐵到海洋公園只需19分鐘 乘搭港鐵到迪士尼只需33分鐘 乘搭港鐵來往機場只需38分鐘 往返機場亦可乘坐A20,A21的機場巴士｡ Our accommodation is fully equipped with daily necessaries such as towels, toothbrush, sh",161669067,Yuen King,Hong Kong,Hong Kong,400.0,19,46,73,163,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",59,9.0,22.31849,114.17077
1873,22144662,https://www.airbnb.com/rooms/22144662,Spacious Studio with Private Roof,"This Chelsea alcove studio apartment is a 3-block walk from Penn Station/Madison Square Garden and just minutes away from Times Square and the Theatre District. The studio is very spacious, with two separate living spaces and a private outdoor roof. The closet is off limits but everything else is completely taken care of!",73358102,Alex,United States,New York,109.0,0,1,11,68,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer']",57,9.0,40.75003,-73.99647
1874,22145240,https://www.airbnb.com/rooms/22145240,Mong Kok 西洋菜南街舒適3人房 5106,"賓館位於旺角最熱鬧地段西洋菜南街,位置相當方便｡下樓就有各式各樣的商店及餐廳｡步行至旺角地鐵站僅需5分鐘的步程｡賓館亦提供1000MB極速wifi,讓你休息時可以好好享受網絡｡ 本賓館非常注重乾淨,除了基本的清潔外,我們更會定期利用塵蟎吸塵器清潔床褥,令客人享有更舒適乾淨的環境好好休息｡ Motel located in the main shopping street in Mongkok, it is very convenient. There are many shops and restaurants nearby. It is only 5 mins walk to Mongkok MTR station. Motel also provide high speed wifi network to enjoy while staying. We do pay attention on the cleanness very much. We do love to provide a clean and comfortable room to our guests. 賓館會供應基本的日用品,如毛巾,牙刷牙膏,洗髮水,沐浴露,浴帽,梳子,肥皂等,另外亦會提供吹風機,轉插頭,電話充電線｡ 賓館很注重清潔,除了基本的表面清潔外,我們亦會定期利用塵蟎吸塵機來清理床褥,讓客人有一張更乾淨,更舒適的床可以好好休息 賓館裡有1000MB wifi,可以極速瀏覽網站,觀看影片等都會很順暢｡ 賓館位於西洋菜南街,位置非常方便｡餐廳商店林立,附近有著各式各樣的美食,一眾饕客可以很容易地搜羅各種美食,而且就算消夜時段,也不乏營業至深夜的餐廳｡ 西洋菜南街是行人專用區,街道兩旁佈滿商店及小型商場,讓你可以即時置身於購物天堂｡ 旺角更是香港的交通樞紐,基本上從旺角到香港各區都很方便｡ 由賓館出發到地鐵站僅需5分鐘步程｡ 乘搭港鐵到尖沙咀只需7分鐘 乘搭港鐵到中環只需12分鐘 乘搭港鐵到海洋公園只需19分鐘 乘搭港鐵到迪士尼只需33分鐘 乘搭港鐵來往機場只需38分鐘 往返機場亦可乘坐A20,A21的機場巴士｡ Our accommodation is fully equipped with daily necessaries such as towels, toothbrush, sh",161669067,Yuen King,Hong Kong,Hong Kong,502.0,25,55,85,175,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance']",32,9.0,22.31705,114.1702
1875,22148252,https://www.airbnb.com/rooms/22148252,Delightful Downtown with View★Parking★Jacuzzi★Pool,"[Walking Distance to Honolulu Biennial March Events] Enjoy 650 sqft/60sqm spacious condo with floor to ceiling windows on 34th floor. Jacuzzi tub, washer and dryer in unit. Pool and hot tub in building. Secured and designated free parking stall. Fully equipped kitchen. Walk to the best restaurants and bars and visit historic Iolani Palace. Book now! ""I have stayed in Airbnb in Shanghai, Denver, New York, Los Angeles, etc. This is so far the best Airbnb I have ever had."" ~Jia Stephanie This stunning one-bedroom condo is most requested for birthdays and anniversaries. Enjoy breathtaking view, tastefully renovated interior, eco and organic amenities. Save $25-35 a night with free parking. Enjoy building pool & hot tub 7 days a week. 24-hour doormen. Starbucks/Ross/Walmart on ground floor for your daily needs. ""Great value for the price especially due to its central location and amenities (including a full and new kitchen, washer and dryer). The parking space in an adjacent garage was a hu",1772562,Angela,United States,Oahu,179.0,9,31,61,211,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Bathtub', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Step-free access', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Paid parking on premises']",81,10.0,21.30823,-157.86021
1876,22153101,https://www.airbnb.com/rooms/22153101,Darling Point,"This light filled apartment offers a great Sydney experience. City views from the living area highlight its great location. An amazing garden to enjoy the spring time blooms. Newly renovated bathroom with internal washer/dryer for your convenience. Unfortunately, this apartment is not suitable for children under 13 years. Our place is a 5-10 minute walk to Edgecliff station which provides lots of trains and buses to the wider SYDNEY area. A beautiful 5 minute walk down to Rushcutters bay to enjoy the harbour. On the other side of the hill, we have the hustle and bustle of trendy Double Bay.",34390331,Leah,Australia,Sydney,200.0,22,52,82,323,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Other']",3,9.0,-33.87581,151.23584
1877,22155071,https://www.airbnb.com/rooms/22155071,Perfect Location! QUIET ROOM just off LA RAMBLA,"We offer you a cozy room, comfortable, clean and quiet, with an incredible central location, right next to La Rambla and 5 minute walk to Plaza Catalunya. Ideal spot for someone who wants to discover real Barcelona's culture and top spots but sleep in a quiet atmosphere.  • We aim to offer what we like to find when we travel: a comfortable, nice, clean room with a relaxed and warm atmosphere.  • The flat is functional. Cozy and simple. It has a relaxed atmosphere with a very nice and peaceful energy.     • The room is quiet and dark at night to allow you a good sleep. Ideal for a single person. It has a comfortable double bed (135x200cm), inner door lock and some storage space.  • Includes clean sheets, towels and a personal bathmat. • High Speed Internet (WiFi signal) in the whole flat.  • Access to the kitchen only for quick meals (salads, sandwiches). It's equipped with a wide variety of utensils. • Our street is a pedestrian promenade. It's central location allows you to find plent",50262451,Carolina,Spain,Barcelona,29.0,0,0,0,0,"['Wifi', 'Kitchen', 'Heating', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Private living room', 'Host greets you']",19,9.0,41.38084,2.17343
1878,22161352,https://www.airbnb.com/rooms/22161352,Comfy & quiet 1 BR - East Williamsburg,"Cozy, quiet apartment. The space is always freshly cleaned, overlooking a communal courtyard, in a well-kept new building with code access. 2 min. walk to Montrose L stop. Just a short walk to everything in endlessly trendy Williamsburg or to under-the-radar local faves and awesome street art in Bushwick.  I will not be living full-time in the space, so there will be plenty of closet, dresser, and under the bed storage for guests. There are washers/dryers (accepts quarters) in the building, which can be accessed with a code. Courtyard is shared, but please be respectful about noise. Feel free to reach out at anytime with questions, I'm also happy to share neighborhood recommendations or ideas for exploring NYC. Best neighborhood in the world (maybe biased)! Lots of cafes, bars, restaurants, and nightlife. Restaurants like Win Son and Roberta's are big highlights. Fun late night spots like Duck Duck and Featherweight are just around the corner. 25 min. cab ride from La Guardia Easy publ",6484703,Sheila,United States,New York,90.0,0,0,0,10,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Long term stays allowed', 'Flat path to front door', 'Step-free access', 'Accessible-height bed', 'Step-free access']",9,9.0,40.7077,-73.94029
1879,22164073,https://www.airbnb.com/rooms/22164073,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,"Entire sunny, spacious, & art-filled top floor apt with wood floors, eat-in kitchen, living room, bedroom, and a large art studio/library/office space. 15 min subway ride to downtown Manhattan/Wall Street. Within a 10 min walk to Prospect Park, Brooklyn Museum, & Botanic Garden. Area has many cafes, restaurants, bars, and grocery stores. The fee is reduced in exchange for pet-sitting 2 people-friendly and chill cats. Clean and responsible renters only - no smoking, outside guests, or parties. I'm available by phone/email anytime. Caribbean neighborhood with lovely tree-lined streets and many parks, music venues, and galleries nearby. Apt is just off of lively Franklin Ave w/ local restaurants, cafes, shops. Near Franklin Ave subway (2,3,4,5,S) trains.",1444513,Erin,United States,New York,130.0,0,0,0,0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Other']",15,9.0,40.6697,-73.95831
1880,22165464,https://www.airbnb.com/rooms/22165464,"Entertainers Delight, Heart of Crows Nest ALEX2","Crows Nest  Alexander Street ** Property Features ** Sleeps 4  1 x Queen Bed  1 x Double bed  LCD Digital TV  Level 2  Balcony Cook Top Dining Area Dishwasher DVD Player Full Kitchen Ironing Board Laundry Facilities Linen Provided Lounge Room Microwave Stove TV Wireless Internet Holiday Escapes Corporate Stays code: ALEX2 Superb for entertaining, this second floor security apartment features a highly spacious layout, with striking open plan interiors stretching out to a vast sun-drenched terrace. This quality contemporary apartment is filled with natural light and occupies a quiet, central setting in the very heart of Crows Nest. Perfect for enjoying the local lifestyle, it stands just footsteps from a fabulous selection of shops, café's and restaurants. Chatswood shopping and dining district is located 2 train stops or a 10 minute drive from the property. This is a vibrate area, with shopping choices ranging from luxury brands to department and boutique stores.  Chatswood is also a bu",15739069,The Apartment Service,Australia,Sydney,200.0,4,34,64,339,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",1,8.0,-33.82616,151.20138
1881,22175297,https://www.airbnb.com/rooms/22175297,Incredibly cozy room close to Manhatan,"*Make sure that you check pictures and description. It is small private room for 1 person with single bed.  Great to get rest after long day exploring NYC but it doesn't have  a lot extra space* This is a small, but very cozy room located in Bedford–Stuyvesant, Brooklyn. It takes only 25 min to get to Manhattan. You will be sharing this appartment with me and other Airbnb guests. The building has been just renovated, but managed to keep its old charm. There is a shared, well-stocked kitchen (where you can always grab some tea, coffee or snacks) and a nice living room with huge windows. You are getting one Twin-sized beds, a walk-in closet.There are also a washing machines and a dryer available.   As for the toiletries, you are getting everything you need - towels; toothbrushes and toothpaste; body wash, shampoo and conditioner. Living room, Kitchen I usually give my guests space. But if you have any questions, problems or just want to ask couple tips about places to eat, drink etc I al",133785513,Alena,United States,New York,42.0,9,32,62,119,"['Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",61,9.0,40.69414,-73.93705
1882,22179180,https://www.airbnb.com/rooms/22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,"Fully remodeled 2 bedroom in a private house with easy parking. Has access to a small yard with a seating area. 1 night welcomed, Please message me for 1 night bookings. The following are just a few things the home has to offer... 1. Adjustable bed with massage and Bluetooth.  2. Wifi 100mb high-speed internet 4. Washer and dryer for laundry.  5. Fully stocked kitchen 6. Coffee 7. Cable TV 100+ channels 8. Netflix 9. Snacks, cereal and food prep materials, and much more as shown in the photos This is a clutter-free, beautifully renovated 2 bedroom apartment with its own private entrance and yard. It's also an inviting home with lots of natural light; everyone who stayed here has loved it. Most guest love that it's quiet, clean, convenient, and best of all family friendly. Because we are family oriented, we cannot allow guest to throw parties or smoke in the home. We like our guest to enjoy their time however, partying or smoking guests will be asked to leave without refund.  I normally",129222253,Andy,United States,New York,200.0,26,44,74,341,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Breakfast', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Private entrance', 'Outlet covers', 'Children’s books and toys', 'Window guards', 'Babysitter recommendations', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Wide doorway', 'Accessible-height toilet', 'Wide entryway', 'Electric profiling bed']",76,10.0,40.8785,-73.86347
1883,22182637,https://www.airbnb.com/rooms/22182637,Lovely Apartment in the heart of Barcelona.,"Nice apartment near Spain square, near the center and metro station (Line 3). Situated in a lovely, typical square ""Poble Sec"" with a lot of small authentic restaurants and all the services. You can go walking everywhere or you can take the Metro Line 3 next to the apartment and only 4 metro stops to the center or 20min walking. A comfortable and perfect place to discover the city by yourself! The entire apartment will be at your disposal. Asf me for anything, I love Barcelona and I like to share it with my guests Poble Sec is a neighborhood that has a peculiar character, different from the rest of Barcelona. The Blai streets and the Plaza del Sortidor are the main arteries, where you can enjoy bars and spectacular restaurants. It is also next to Paral-lel avenue, Montjuïc and Spain Square three areas with lots of life and where you will find palaces, monuments and museums that you must visit. Metro Line 3 ""plaça d´Espanya"" station. I can come and pick you up personally at the airport ",9477063,Xavier,Spain,Barcelona,98.0,0,6,18,236,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'High chair', 'Window guards', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",35,9.0,41.37386,2.15565
